PUID_SIX,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,COURSE_IDENTIFICATION,COURSE_REFERENCE_NUMBER,Prior_Term_GPA_Term,Prior_Term_GPA_Term_Desc,Prior_Term_GPA_Term_Level,GPA
247705,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.41
247717,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
247718,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.86153846
247790,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.4
247827,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.52666667
247853,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.70588235
247858,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.76470588
247862,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.53529412
247866,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.66666667
247892,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.86153846
247977,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.46875
247990,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.53571429
248018,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
248098,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.98571429
248105,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.5
248148,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.33333333
248179,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.30714286
248208,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,4
248211,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
248260,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,4
248313,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,2.98461539
248334,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.8125
248334,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.78461539
248390,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.13529412
248420,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.31875
248423,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.93333333
248425,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.39285714
248449,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.58461539
248453,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.6
248490,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.33333333
248493,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.87142857
248509,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.4
248512,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.88
248527,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.06
248564,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.1
248581,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.6
248630,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.10526316
248640,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.75
248651,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.73333333
248673,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.76666667
248693,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.80714286
248709,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.08571429
248728,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.95
248735,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.76666667
248739,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.23333333
248755,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.6125
248756,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.83846154
248764,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.225
248789,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.48
248818,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.56666667
248825,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.25714286
248877,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.48571429
248878,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.4
248932,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.80666667
248954,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.78235294
248961,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.68125
248961,202210,Fall 2021,PHYS17200,21307,202120,Spring 2021,Undergraduate,3.31538462
248964,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.80769231
248977,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.7
248979,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.88
248991,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,4
249000,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
249030,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.41428571
249042,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.6
249046,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.675
249063,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.7
249092,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.04
249124,202120,Spring 2021,PHYS17200,26668,,,,
249136,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
249141,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.39285714
249165,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.54666667
249186,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.62142857
249202,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.72
249261,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.55714286
249329,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.68125
249332,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.12857143
249393,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.46
249406,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
249527,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.66
249545,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.2
249552,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
249554,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.57857143
249556,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
249567,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.60666667
249570,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.92
249573,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,4
249590,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.44666667
249592,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.39285714
249674,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
249680,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.39230769
249709,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.37142857
249724,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.32857143
249742,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,1.9
249750,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.45
249772,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,4
249782,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.67142857
249803,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.81428571
249848,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.6
249850,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.78571429
249870,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.375
249916,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.425
249924,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.12
249930,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.13076923
249936,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.75625
249938,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,4
249945,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.92666667
249961,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.51764706
249979,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
249990,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
250012,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.7
250072,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.17058824
250109,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.925
250120,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.41176471
250144,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.90666667
250168,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.42941177
250191,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.87142857
250216,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.925
250224,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,3.95
250290,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.78571429
250290,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.78571429
250301,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.24285714
250303,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
250324,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
250331,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,1.30769231
250352,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3
250362,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.81333333
250384,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.52666667
250393,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
250405,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.90909091
250410,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.47058824
250514,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.78461539
250534,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.38888889
250601,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.92
250639,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,4
250665,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.65
250716,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.88
250731,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.94
250738,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.58666667
250797,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.4125
250799,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.62857143
250811,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.60714286
250837,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.23529412
250946,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
250998,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.00714286
251032,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.74375
251040,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.55
251042,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.73571429
251083,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.68888889
251085,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,2.98888889
251089,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.18333333
251105,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.76470588
251113,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.98
251198,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.88461539
251213,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,3.44375
251216,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.30588235
251237,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.56666667
251239,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
251248,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.81333333
251260,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.8
251283,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,2.425
251285,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.24615385
251300,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,1.00714286
251308,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.76428571
251333,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.66666667
251340,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.82352941
251357,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.38235294
251360,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.22307692
251373,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
251401,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.88333333
251421,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.6
251425,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,3.28
251427,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,4
251439,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.53571429
251475,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
251491,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.62666667
251500,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
251522,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.25
251537,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3
251555,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
251590,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.22142857
251593,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.64285714
251605,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.42857143
251631,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
251639,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.48666667
251665,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.46
251684,202210,Fall 2021,PHYS22000,10333,,,,
251715,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.825
251736,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.775
251743,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.5
251806,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.57647059
251807,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.56666667
251833,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.81538462
251860,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.40714286
251874,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.62857143
251875,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.08571429
251877,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.825
251915,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.69230769
251918,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.93571429
251920,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.03333333
251924,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.54666667
252005,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.78571429
252019,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
252023,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.85
252040,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.86
252049,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,4
252114,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.86153846
252159,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.07647059
252191,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.02352941
252208,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,4
252221,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,2.93571429
252248,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.86153846
252255,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
252256,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.43333333
252258,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
252280,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.37692308
252286,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,3.45294118
252296,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.17857143
252297,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.46
252320,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
252363,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
252402,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.96
252415,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.2
252415,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.2
252452,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.76923077
252472,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.20588235
252475,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.28571429
252490,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.49411765
252511,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.63571429
252608,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.89375
252620,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,4
252620,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.90769231
252638,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.0125
252650,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,2.08823529
252657,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.43529412
252666,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.60625
252678,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.40714286
252699,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.7
252723,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.78461539
252727,202120,Spring 2021,PHYS17200,28588,,,Undergraduate,2.51428571
252750,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.91428571
252771,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,0
252855,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.29230769
252868,202120,Spring 2021,PHYS17200,28586,,,Undergraduate,3.91176471
252900,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.66
252909,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,2.85
252918,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.66666667
252924,202210,Fall 2021,PHYS17200,26931,202110,Fall 2020,Undergraduate,0.58888889
252926,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.63571429
252930,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
252958,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.77777778
252961,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.53571429
252971,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.94
252972,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.86875
252980,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.92142857
253012,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.96666667
253043,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.75
253068,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.14666667
253095,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.79230769
253123,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.2
253136,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.5
253178,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
253193,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,1.90625
253230,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.31333333
253231,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,1.98
253302,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.02857143
253324,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.69230769
253326,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
253355,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.55333333
253367,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.85
253395,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.49285714
253451,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.56470588
253458,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.73846154
253463,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.66666667
253476,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
253496,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.94
253499,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.86
253522,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.86875
253588,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.66153846
253614,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.79375
253623,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.45
253647,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.61764706
253661,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.86666667
253691,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.84615385
253715,202210,Fall 2021,PHYS17200,26979,,,,
253757,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.89285714
253760,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.94375
253828,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.05384615
253833,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.8
253930,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.76923077
253945,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.48
253958,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.57857143
253967,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.85714286
253968,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.82857143
253971,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,0
253972,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.94166667
253977,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.91428571
253986,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.51764706
254046,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.7
254078,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,4
254101,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.64117647
254126,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.26
254172,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.9
254261,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.69230769
254292,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.89285714
254299,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.29285714
254300,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.82666667
254457,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.84
254507,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.83125
254516,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.09333333
254604,202210,Fall 2021,PHYS17200,21307,202120,Spring 2021,Undergraduate,2.37058824
